event_year,publication_date,document_number,document_type,title,abstract,html_url,pdf_url,is_p3_candidate,candidate_type,matched_terms,country_target,country_target_coding_status,semiconductor_related_manual_status,severity,severity_coding_status,source_flag
2017,2017-01-17,2017-00836,Rule,Revisions to Sudan Licensing Policy,"This rule revises the policy of review for applications for licenses to export or reexport to Sudan certain items that are intended to ensure the safety of civil aviation or the safe operation of fixed- wing, commercial passenger aircraft. Such applications will now be reviewed under a general policy of approval rather than a general policy of denial. This rule also revises the review policy from a general policy of denial to a general policy of approval for applications for licenses to export or reexport to Sudan certain items for use to inspect, design, construct, operate, improve, maintain, repair, overhaul or refurbish railroads in Sudan. This rule does not create any new license requirements or remove any existing license requirements for exports or reexports to Sudan. BIS is making these licensing policy changes in connection with ongoing U.S.-Sudan bilateral engagement, and with the aim of enhancing the safety of Sudan's civil aviation and improving the country's railroads. This action takes into account the United States' goals to improve regional peace and security. This rule also removes two instances of ""contract sanctity dates"" pertaining to the export and reexport of certain items to Sudan from the EAR that currently serve no practical purpose. BIS is taking these actions in coordination with the Department of the Treasury's Office of Foreign Assets Control (OFAC), which is amending the Sudanese Sanctions Regulations.",https://www.federalregister.gov/documents/2017/01/17/2017-00836/revisions-to-sudan-licensing-policy,https://www.govinfo.gov/content/pkg/FR-2017-01-17/pdf/2017-00836.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-01-17,2017-00893,Notice,Order Relating To Berty Tyloo,,https://www.federalregister.gov/documents/2017/01/17/2017-00893/order-relating-to-berty-tyloo,https://www.govinfo.gov/content/pkg/FR-2017-01-17/pdf/2017-00893.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-01-19,2017-00439,Rule,Amendments to the Export Administration Regulations Implementing an Additional Phase of India-U.S. Export Control Cooperation,"In this final rule, the Bureau of Industry and Security (BIS) amends the Export Administration Regulations (EAR) to implement the India-U.S. Joint Statement of June 7, 2016 (June Statement), which recognized the United States and India as Major Defense Partners. This rule amends the EAR by establishing a licensing policy of general approval for exports or reexports to or transfers within India of items subject to the EAR and controlled only for National Security or Regional Stability reasons. In addition, BIS amends the end use and end user provisions of the Validated End User (VEU) authorization to state that items obtained under authorization VEU in India may be used for either civil or military end uses other than those that are for use in nuclear, ""missile,"" or chemical or biological weapons activities.",https://www.federalregister.gov/documents/2017/01/19/2017-00439/amendments-to-the-export-administration-regulations-implementing-an-additional-phase-of-india-us,https://www.govinfo.gov/content/pkg/FR-2017-01-19/pdf/2017-00439.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-01-19,2017-00446,Rule,Support Document Requirements With Respect to Hong Kong,"This rule requires persons intending to export or reexport to Hong Kong any item subject to the Export Administration Regulations (EAR) and controlled on the Commerce Control List (CCL) for national security (NS), missile technology (MT), nuclear nonproliferation (NP column 1), or chemical and biological weapons (CB) reasons to obtain, prior to such export or reexport, a copy of a Hong Kong import license or a written statement from the Hong Kong government that such a license is not required. This rule also requires persons intending to reexport from Hong Kong any item subject to the EAR and controlled for NS, MT, NP column 1, or CB reasons to obtain a Hong Kong export license or a statement from the Hong Kong government that such a license is not required.",https://www.federalregister.gov/documents/2017/01/19/2017-00446/support-document-requirements-with-respect-to-hong-kong,https://www.govinfo.gov/content/pkg/FR-2017-01-19/pdf/2017-00446.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-01-23,2017-00443,Rule,Updated Statements of Legal Authority for the Export Administration Regulations,"This rule updates the Code of Federal Regulations (CFR) legal authority citations in the Export Administration Regulations (EAR) to cite the most recent Presidential notice continuing an emergency declared pursuant to the International Emergency Economic Powers Act. This is a non-substantive rule that only updates authority paragraphs of the EAR. It does not alter any right, obligation or prohibition that applies to any person under the EAR.",https://www.federalregister.gov/documents/2017/01/23/2017-00443/updated-statements-of-legal-authority-for-the-export-administration-regulations,https://www.govinfo.gov/content/pkg/FR-2017-01-23/pdf/2017-00443.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-01-23,2017-01423,Notice,Information Systems Technical Advisory Committee; Notice of Partially Closed Meeting,,https://www.federalregister.gov/documents/2017/01/23/2017-01423/information-systems-technical-advisory-committee-notice-of-partially-closed-meeting,https://www.govinfo.gov/content/pkg/FR-2017-01-23/pdf/2017-01423.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-01-23,2017-01425,Notice,Sensors and Instrumentation Technical Advisory Committee; Notice of Partially Closed Meeting,,https://www.federalregister.gov/documents/2017/01/23/2017-01425/sensors-and-instrumentation-technical-advisory-committee-notice-of-partially-closed-meeting,https://www.govinfo.gov/content/pkg/FR-2017-01-23/pdf/2017-01425.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-02-01,2017-02164,Rule,Commerce Control List: Removal of Certain Nuclear Nonproliferation (NP) Column 2 Controls,"In accordance with the memorandum of January 20, 2017, from the Assistant to the President and Chief of Staff, entitled ""Regulatory Freeze Pending Review,"" published in the Federal Register on January 24, 2017 (the Memorandum), this action temporarily delays the implementation date of one revision implemented by the final rule entitled ""Commerce Control List: Removal of Certain Nuclear Nonproliferation (NP) Column 2 Controls"" published by the Bureau of Industry and Security (BIS) in the Federal Register on November 25, 2016. The final rule amended the Export Administration Regulations (EAR) to remove nuclear nonproliferation (NP) Column 2 license requirements from certain pressure tubes, pipes, fittings, pipe valves, pumps, numerically controlled machine tools, oscilloscopes, and transient recorders on the Commerce Control List (CCL).",https://www.federalregister.gov/documents/2017/02/01/2017-02164/commerce-control-list-removal-of-certain-nuclear-nonproliferation-np-column-2-controls,https://www.govinfo.gov/content/pkg/FR-2017-02-01/pdf/2017-02164.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-02-21,2017-03348,Notice,Materials Processing Equipment Technical Advisory Committee: Notice of Partially Closed Meeting,,https://www.federalregister.gov/documents/2017/02/21/2017-03348/materials-processing-equipment-technical-advisory-committee-notice-of-partially-closed-meeting,https://www.govinfo.gov/content/pkg/FR-2017-02-21/pdf/2017-03348.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-02-21,2017-03351,Notice,Transportation and Related Equipment Technical Advisory Committee: Notice of Partially Closed Meeting,,https://www.federalregister.gov/documents/2017/02/21/2017-03351/transportation-and-related-equipment-technical-advisory-committee-notice-of-partially-closed-meeting,https://www.govinfo.gov/content/pkg/FR-2017-02-21/pdf/2017-03351.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-02-21,2017-03374,Notice,Materials Technical Advisory Committee; Notice of Partially Closed Meeting,,https://www.federalregister.gov/documents/2017/02/21/2017-03374/materials-technical-advisory-committee-notice-of-partially-closed-meeting,https://www.govinfo.gov/content/pkg/FR-2017-02-21/pdf/2017-03374.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-02-21,2017-03377,Notice,Emerging Technology and Research Advisory Committee; Notice of Partially Closed Meeting,,https://www.federalregister.gov/documents/2017/02/21/2017-03377/emerging-technology-and-research-advisory-committee-notice-of-partially-closed-meeting,https://www.govinfo.gov/content/pkg/FR-2017-02-21/pdf/2017-03377.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-02-24,2017-03664,Rule,Temporary General License: Extension of Validity,"On March 24, 2016, the Bureau of Industry and Security (BIS) published a final rule, Temporary General License. The March 24 final rule created a temporary general license that restored, for a specified time period, the licensing requirements and policies under the Export Administration Regulations (EAR) for exports, reexports, and transfers (in-country) as of March 7, 2016, to two entities (ZTE Corporation and ZTE Kangxun) that were added to the Entity List on March 8, 2016. At this time, the U.S. Government has decided to extend the temporary general license until March 29, 2017. In order to implement this decision, this final rule revises the temporary general license to remove the expiration date of February 27, 2017, and to substitute the date of March 29, 2017. This final rule makes no other changes to the EAR.",https://www.federalregister.gov/documents/2017/02/24/2017-03664/temporary-general-license-extension-of-validity,https://www.govinfo.gov/content/pkg/FR-2017-02-24/pdf/2017-03664.pdf,True,entity_list_requires_manual_semiconductor_coding,entity list,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-03-06,2017-04298,Notice,Submission for OMB Review; Comment Request; Technical Data Letter of Explanation,,https://www.federalregister.gov/documents/2017/03/06/2017-04298/submission-for-omb-review-comment-request-technical-data-letter-of-explanation,https://www.govinfo.gov/content/pkg/FR-2017-03-06/pdf/2017-04298.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-03-07,2017-04459,Notice,Technical Advisory Committees; Notice of Recruitment of Private-Sector Members,"Seven Technical Advisory Committees (TACs) advise the Department of Commerce on the technical parameters for export controls applicable to dual-use commodities and technology and on the administration of those controls. The TACs are composed of representatives from industry representatives, academic leaders and U.S. Government representing diverse points of view on the concerns of the exporting community. Industry representatives are selected from firms producing a broad range of goods, technologies, and software presently controlled for national security, non-proliferation, foreign policy, and short supply reasons or that are proposed for such controls, balanced to the extent possible among large and small firms. TAC members are appointed by the Secretary of Commerce and serve terms of not more than four consecutive years. The membership reflects the Department's commitment to attaining balance and diversity. TAC members must obtain secret-level clearances prior to appointment. These clearances are necessary so that members may be permitted access to the classified information needed to formulate recommendations to the Department of Commerce. Each TAC meets approximately four times per year. Members of the Committees will not be compensated for their services. The seven TACs are responsible for advising the Department of Commerce on the technical parameters for export controls and the administration of those controls within the following areas: Information Systems TAC: Control List Categories 3 (electronics), 4 (computers), and 5 (telecommunications and information security); Materials TAC: Control List Category 1 (materials, chemicals, microorganisms, and toxins); Materials Processing Equipment TAC: Control List Category 2 (materials processing); Regulations and Procedures TAC: The Export Administration Regulations (EAR) and Procedures for implementing the EAR; Sensors and Instrumentation TAC: Control List Category 6 (sensors and lasers); Transportation and Related Equipment TAC: Control List Categories 7 (navigation and avionics), 8 (marine), and 9 (propulsion systems, space vehicles, and related equipment) and the Emerging Technology and Research Advisory Committee: (1) The identification of emerging technologies and research and development activities that may be of interest from a dual-use perspective; (2) the prioritization of new and existing controls to determine which are of greatest consequence to national security; (3) the potential impact of dual-use export control requirements on research activities; and (4) the threat to national security posed by the unauthorized exports of technologies. To respond to this recruitment notice, please send a copy of your resume to Ms. Yvette Springer at Yvette.Springer@bis.doc.gov. Deadline: This Notice of Recruitment will be open for one year from its date of publication in the Federal Register.",https://www.federalregister.gov/documents/2017/03/07/2017-04459/technical-advisory-committees-notice-of-recruitment-of-private-sector-members,https://www.govinfo.gov/content/pkg/FR-2017-03-07/pdf/2017-04459.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-03-07,2017-04460,Notice,Emerging Technology and Research Advisory Committee; Notice of Partially Closed Meeting,,https://www.federalregister.gov/documents/2017/03/07/2017-04460/emerging-technology-and-research-advisory-committee-notice-of-partially-closed-meeting,https://www.govinfo.gov/content/pkg/FR-2017-03-07/pdf/2017-04460.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-03-07,2017-04461,Notice,Sensors and Instrumentation Technical Advisory Committee; Notice of Partially Closed Meeting,,https://www.federalregister.gov/documents/2017/03/07/2017-04461/sensors-and-instrumentation-technical-advisory-committee-notice-of-partially-closed-meeting,https://www.govinfo.gov/content/pkg/FR-2017-03-07/pdf/2017-04461.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-03-07,2017-04462,Notice,Regulations And Procedures Technical Advisory Committee; Notice of Partially Closed Meeting,,https://www.federalregister.gov/documents/2017/03/07/2017-04462/regulations-and-procedures-technical-advisory-committee-notice-of-partially-closed-meeting,https://www.govinfo.gov/content/pkg/FR-2017-03-07/pdf/2017-04462.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-03-17,2017-05356,Notice,Order Denying Export Privileges,,https://www.federalregister.gov/documents/2017/03/17/2017-05356/order-denying-export-privileges,https://www.govinfo.gov/content/pkg/FR-2017-03-17/pdf/2017-05356.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-03-29,2017-06227,Rule,Removal of Certain Persons From the Entity List; Addition of a Person to the Entity List; and EAR Conforming Change,"This rule amends the Export Administration Regulations (EAR) by removing two persons listed under the destination of China from the Entity List. The two removals are the result of a request for removal received by BIS pursuant to the section of the EAR used for requesting removal or modification of an Entity List entry and a review of information provided in the removal request in accordance with the procedure for requesting removal or modification of an Entity List entity. In light of the recent settlement of administrative and criminal enforcement actions against ZTE Corporation and ZTE Kangxun, the End-User Review Committee (ERC) has determined that these two persons being removed have performed their undertakings to the U.S. Government in a timely manner and have otherwise cooperated with the U.S. Government in resolving the matter which led to the two entities' listing. This final rule also adds one person to the Entity List. This person who is added to the Entity List has been determined by the U.S. Government to be acting contrary to the national security or foreign policy interests of the United States. This person will be listed on the Entity List under the destination of China. Lastly, this final rule makes a conforming change to the EAR as a result of the removal of these two persons from the Entity List.",https://www.federalregister.gov/documents/2017/03/29/2017-06227/removal-of-certain-persons-from-the-entity-list-addition-of-a-person-to-the-entity-list-and-ear,https://www.govinfo.gov/content/pkg/FR-2017-03-29/pdf/2017-06227.pdf,True,entity_list_requires_manual_semiconductor_coding,entity list,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-03-29,2017-06228,Rule,Removal of Certain Persons From the Entity List,"This rule amends the Export Administration Regulations (EAR) by removing seven persons under ten entries from the Entity List. This rule removes four persons listed under the destination of Germany, one person listed under the destination of Hong Kong, one person listed under the destination of India, one person listed under the destination of Singapore, one person listed under the destination of Switzerland, and two persons under the destination of the United Arab Emirates from the Entity List. The three additional entries are being removed to account for two persons listed under more than one destination on the Entity List. All seven of the removals are the result of requests for removal received by BIS pursuant to the section of the EAR used for requesting removal or modification of an Entity List entity and a review of information provided in the removal requests in accordance with the procedure for requesting removal or modification of an Entity List entity.",https://www.federalregister.gov/documents/2017/03/29/2017-06228/removal-of-certain-persons-from-the-entity-list,https://www.govinfo.gov/content/pkg/FR-2017-03-29/pdf/2017-06228.pdf,True,entity_list_requires_manual_semiconductor_coding,entity list,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-04-06,2017-06810,Notice,"In the Matter of: Amin Al-Baroudi, a/k/a Abu al-Jud, Inmate Number: 87450-083, FCI Victorville Medium II, Federal Correctional Institution, P.O. Box 3850, Adelanto, CA 92301; Order Denying Export Privileges",,https://www.federalregister.gov/documents/2017/04/06/2017-06810/in-the-matter-of-amin-al-baroudi-aka-abu-al-jud-inmate-number-87450-083-fci-victorville-medium-ii,https://www.govinfo.gov/content/pkg/FR-2017-04-06/pdf/2017-06810.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-04-06,2017-06811,Notice,"In the Matter of: Sihai Cheng, a/k/a Alex Cheng, a/k/a Chun Hai Cheng, Inmate Number: 96454-038, FCI Terminal Island, Federal Correctional Institution, P.O. Box 3007, San Pedro, CA 90733; Order Denying Export Privileges",,https://www.federalregister.gov/documents/2017/04/06/2017-06811/in-the-matter-of-sihai-cheng-aka-alex-cheng-aka-chun-hai-cheng-inmate-number-96454-038-fci-terminal,https://www.govinfo.gov/content/pkg/FR-2017-04-06/pdf/2017-06811.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-04-06,2017-06812,Notice,"In the Matter of: Song II Kim, a/k/a Kim Song Il, Inmate Number-07778-122, Moshannon Valley, Correctional Institution, 555 Geo Drive, Philipsburg, PA 16866; Order Denying Export Privileges",,https://www.federalregister.gov/documents/2017/04/06/2017-06812/in-the-matter-of-song-ii-kim-aka-kim-song-il-inmate-number-07778-122-moshannon-valley-correctional,https://www.govinfo.gov/content/pkg/FR-2017-04-06/pdf/2017-06812.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-04-06,2017-06819,Notice,"In the Matter of: Juan Jose Estrada, Inmate Number: 53358-379, Big Spring, Correctional Institution, 2001 Rickabaugh Drive, Big Spring, TX 79720; Order Denying Export Privileges",,https://www.federalregister.gov/documents/2017/04/06/2017-06819/in-the-matter-of-juan-jose-estrada-inmate-number-53358-379-big-spring-correctional-institution-2001,https://www.govinfo.gov/content/pkg/FR-2017-04-06/pdf/2017-06819.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-04-06,2017-06857,Rule,Revisions to the Unverified List (UVL),"The Bureau of Industry and Security (BIS) is amending the Export Administration Regulations (EAR) by adding six (6) persons to the Unverified List (the ""Unverified List"" or UVL); revising two addresses and adding an alternate name, or a.k.a., for one (1) person currently listed on the UVL; and revising three addresses, adding three additional addresses, and adding an alternate name, or a.k.a, for one (1) person currently listed on the UVL. The six persons are being added to the UVL on the basis that BIS could not verify their bona fides because an end-use check could not be completed satisfactorily for reasons outside the U.S. Government's control. Two addresses are revised for one person currently listed on the UVL to add the official Hong Kong district name. In addition, this rule adds an alternate name for this person. This rule also revises three addresses for an additional person currently listed on the UVL to add the official Hong Kong district names and correct a previous error. Finally, this rule adds three additional addresses and an alternate name for this person, as BIS has determined this person is receiving U.S. exports at additional addresses and using an additional name.",https://www.federalregister.gov/documents/2017/04/06/2017-06857/revisions-to-the-unverified-list-uvl,https://www.govinfo.gov/content/pkg/FR-2017-04-06/pdf/2017-06857.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-04-10,2017-06813,Notice,"Order Denying Export Privileges In the Matter of: Sam Rafic Ghanem, 6714 Forsythia Street, Springfield, VA 22150",,https://www.federalregister.gov/documents/2017/04/10/2017-06813/order-denying-export-privileges-in-the-matter-of-sam-rafic-ghanem-6714-forsythia-street-springfield,https://www.govinfo.gov/content/pkg/FR-2017-04-10/pdf/2017-06813.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-04-11,2017-07218,Notice,Notice of Partially Closed Meeting of the Information Systems Technical Advisory Committee,,https://www.federalregister.gov/documents/2017/04/11/2017-07218/notice-of-partially-closed-meeting-of-the-information-systems-technical-advisory-committee,https://www.govinfo.gov/content/pkg/FR-2017-04-11/pdf/2017-07218.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-04-18,2017-07833,Rule,Revision to an Entry on the Entity List,"This rule amends the Export Administration Regulations (EAR) by revising one existing entry in the Entity List, under the destination of Russia. The license requirement for the entry is being revised to conform with a general license issued by the Department of the Treasury's Office of Foreign Assets Control on February 2, 2017.",https://www.federalregister.gov/documents/2017/04/18/2017-07833/revision-to-an-entry-on-the-entity-list,https://www.govinfo.gov/content/pkg/FR-2017-04-18/pdf/2017-07833.pdf,True,entity_list_requires_manual_semiconductor_coding,entity list,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-04-25,2017-08264,Notice,Transportation and Related Equipment Technical Advisory Committee; Notice of Partially Closed Meeting,,https://www.federalregister.gov/documents/2017/04/25/2017-08264/transportation-and-related-equipment-technical-advisory-committee-notice-of-partially-closed-meeting,https://www.govinfo.gov/content/pkg/FR-2017-04-25/pdf/2017-08264.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
2017,2017-04-25,2017-08270,Notice,Notice of Partially Closed Meeting of the Materials Processing Equipment Technical Advisory Committee,,https://www.federalregister.gov/documents/2017/04/25/2017-08270/notice-of-partially-closed-meeting-of-the-materials-processing-equipment-technical-advisory,https://www.govinfo.gov/content/pkg/FR-2017-04-25/pdf/2017-08270.pdf,False,not_candidate,,,not_coded,not_manually_coded,,not_coded,Federal_Register_BIS_agency_archive
